label,youtube_id,time_start,time_end,split,is_cc
applying cream,zNkUY56JCQM,34,44,train,0
applying cream,ZnXX-T6hgn0,20,30,train,0
applying cream,zrQZI3_tR88,23,33,train,0
applying cream,ZxvL38mEtMs,40,50,train,0
applying cream,_-mM9e_yGog,67,77,train,0
applying cream,_SUw41KlPBE,102,112,train,0
archery,-1q7jA3DXQM,5,15,train,0
archery,-5NN5hdIwTc,36,46,train,0
archery,-7CCKp2pS9w,5,15,train,0
archery,-bWbDpWY0ec,71,81,train,0
archery,-GcVBfs4zw8,7,17,train,0
archery,-Hn5WqDh9hI,104,114,train,0
archery,-kZd1pPQnXQ,35,45,train,0
archery,-lPLLbPsMDU,16,26,train,0
archery,-Njxj40a0OQ,0,10,train,0
archery,-OVw1usq968,213,223,train,0
archery,-R5E3-cmrq8,0,10,train,0
archery,-RZ9mL8wnJc,25,35,train,0
archery,-SqXDd4XIJM,32,42,train,0
archery,-U1ym96B9l4,10,20,train,0
archery,-WrKlvp_x_0,75,85,train,0
archery,-X2LRaGih1s,3,13,train,0
archery,01kR4-7DbN8,110,120,train,0
archery,01xStFVYC7U,11,21,train,0
archery,02CmwhByP5s,29,39,train,0
archery,03K5DawMTgg,0,10,train,0
archery,04aEKvl3yCM,27,37,train,0
archery,04RxZNFMPu0,52,62,train,0
archery,08b9nh7a3i8,13,23,train,0
archery,09QQcLIpiAM,483,493,train,0
archery,0cBPd-9EKeI,303,313,train,0
archery,0gp_HGyeBNY,3,13,train,0
archery,0HIBOvF_t6Q,84,94,train,0
archery,0iiZhWzZ9O8,693,703,train,0
archery,0jKJ_ZDiOCM,5,15,train,0
archery,0kPg9lA4i1c,99,109,train,0
archery,0m844gjEp7E,13,23,train,0
archery,0oMNrDyWUEo,2,12,train,0
archery,0otRfmuqZ-w,9,19,train,0
archery,0swIxczYQUE,98,108,train,1
archery,0w7jdXmsHsI,89,99,train,0
archery,0ZZCuBKPse8,134,144,train,0
archery,0_tYPHX5_oc,61,71,train,0
archery,10Y56qTbEVM,43,53,train,0
archery,11L30m7lEZA,2,12,train,0
archery,15ZOEgjn_n4,60,70,train,0
archery,16dSjInTzIQ,6,16,train,0
archery,16patTVrIM8,19,29,train,0
archery,17jQVZIMfXc,221,231,train,0
archery,19ibGGCV0HE,20,30,train,0
archery,1ccBq_oh5Rs,6,16,train,0
archery,1DDCYdivGFs,61,71,train,0
archery,1DveuUwE3Tg,8,18,train,0
archery,1iEmMg8X1ho,64,74,train,0
archery,1mFSE1CP8R4,31,41,train,0
archery,1msv_RqVy60,48,58,train,0
archery,1q8YtDv6bZI,9,19,train,0
archery,1qC--e8ug84,34,44,train,0
archery,1TsnHzDH5cI,3,13,train,0
archery,1vA9EwEvfSg,11,21,train,0
archery,1whfLix7g3A,45,55,train,0
archery,1Y3VfZz-sYc,29,39,train,0
archery,2-eCTu0cL0o,27,37,train,0
archery,20jdIXlAl4I,57,67,train,0
archery,212vwGOFzSk,529,539,train,0
archery,283FqHoWxyc,24,34,train,0
archery,2A-C_wkbg9E,5,15,train,0
archery,2E31AGQktG4,51,61,train,0
archery,2erWulp9WWI,355,365,train,0
archery,2GJSeRwoMRE,2,12,train,0
archery,2Gmqx0Pq9dE,34,44,train,0
archery,2JyIkM_v0wA,11,21,train,0
archery,2LVd6I6Zqig,4,14,train,0
archery,2MHiTQ5nS3s,27,37,train,0
archery,2NkroJlh4pw,15,25,train,0
archery,2P1uKiXhJzc,61,71,train,0
archery,2PsJ6BbyF3g,11,21,train,0
archery,2Shw6Ex69d4,80,90,train,0
archery,2SwNP_ixHIM,208,218,train,0
archery,2WA7rHrqVr0,1,11,train,0
archery,2zGnxeSbb3g,172,182,train,0
archery,314_dOOpuh4,127,137,train,0
archery,31c6-27-t3M,0,10,train,0
archery,36FOQidF7CM,3,13,train,0
archery,36hIfXXtQhk,83,93,train,0
archery,36vmBPt6zj8,60,70,train,0
archery,38ntflv90u8,23,33,train,0
archery,3Dddr0T59Gg,42,52,train,0
archery,3e2P2-bQpBw,48,58,train,0
archery,3H7nyssnS3I,1,11,train,0
archery,3o3UQXui1mQ,0,10,train,0
archery,3RtCN5qn2uE,116,126,train,0
archery,3yN62QncouM,3,13,train,1
archery,3YpGn3uLrHs,91,101,train,0
archery,47jBHoDRRy0,28,38,train,0
archery,4AMpYk39ezw,14,24,train,0
archery,4auKB1yMClc,6,16,train,1
archery,4Bs9dEuzECc,12,22,train,0
archery,4h3NOCGItYQ,106,116,train,0
archery,4k7fcPh3jCU,28,38,train,0
archery,4o0En5mTxpw,10,20,train,0
archery,4oC2QwGHoiU,21,31,train,0
archery,4pR7Ypv2jAw,4,14,train,0
archery,4qgyw68J1DA,45,55,train,0
archery,4qo63oBFtIM,182,192,train,0
archery,4s8N5AujpZM,38,48,train,0
archery,4sBziFzNBu0,170,180,train,0
archery,4t140JRL0As,56,66,train,0
archery,4uI8sAwf5bc,249,259,train,0
archery,4Vw69mQXbGM,33,43,train,0
archery,4yrErErLTFs,632,642,train,0
archery,4Z8bCExUL40,648,658,train,0
archery,52vWMKqIKUQ,50,60,train,0
archery,55IB4Y3TlaE,0,10,train,0
archery,5dVZWWBEOZs,0,10,train,0
archery,5hEy5T2VJe8,106,116,train,0
archery,5iNZ_S0ub0c,3,13,train,0
archery,5Nynk2MSdo4,259,269,train,0
archery,5Odn9bZcg0o,706,716,train,0
archery,5WM22CSqrUk,0,10,train,0
archery,5wpekkkaP-Q,6,16,train,0
archery,5Zv1LqAqBGA,14,24,train,0
archery,65D4wbVgyCU,8,18,train,0
archery,65vnTvAUrqw,4,14,train,0
archery,65ZJIYEVVOQ,16,26,train,0
archery,67kh2yzBpC8,16,26,train,1
archery,69Qvt9HwCjA,39,49,train,0
archery,6D3RYOeOO48,40,50,train,0
archery,6fx9LUHWDYY,4,14,train,0
archery,6Ho8NkvclWE,275,285,train,0
archery,6JC5vWG0nQg,72,82,train,0
archery,6kNrdzLaSBY,23,33,train,0
archery,6LGnjAlhGVw,11,21,train,0
archery,6ofwz5ee33U,2,12,train,0
archery,6rsqwai6I9g,257,267,train,0
archery,6sVk3sIBfu8,577,587,train,0
archery,6WAf4uKZraY,31,41,train,0
archery,6wrxXn_a21s,54,64,train,0
archery,6Y1rApptWtw,9,19,train,0
archery,6yTlpxLamho,46,56,train,0
archery,6ZGH6AsEf3s,0,10,train,0
archery,6_W01h1SVWQ,236,246,train,0
archery,70WfvquO7Lc,1141,1151,train,0
archery,71VpbmfAJQ0,10,20,train,0
archery,74Rrns_PYuM,18,28,train,0
archery,79R1MPN70V0,91,101,train,0
archery,7a6MNKTzRIw,1,11,train,0
archery,7adYaM2xbuU,14,24,train,0
archery,7AhEDr0QwBY,0,10,train,0
archery,7g9th7VNhG8,67,77,train,0
archery,7Gp68_Cl3Wk,267,277,train,0
archery,7GrhYHf80Fk,5,15,train,0
archery,7haprwqAEHY,2,12,train,0
archery,7IOkDR2vaXM,115,125,train,0
archery,7k_k3ufifbM,6,16,train,0
archery,7LcKa6byCKs,18,28,train,0
archery,7lJIRDKVjm4,22,32,train,0
archery,7mYSmmQ3HxE,88,98,train,0
archery,7n8aJVEAgCY,78,88,train,0
archery,7Qdex3vUeFA,186,196,train,0
archery,7QXCh2c9ICU,0,10,train,0
archery,7tmHcjwpQ0M,3,13,train,0
archery,7UpBeiMruhs,81,91,train,0
archery,7VTJFOhCae8,39,49,train,0
archery,7yPWb0811s8,48,58,train,0
archery,7ZJoz_n-oW8,76,86,train,0
archery,8cJC9bFqpfg,153,163,train,0
archery,8f6oDfcMLRo,135,145,train,0
archery,8FtdzmFZCdk,475,485,train,0
archery,8Hk_YPsShWQ,281,291,train,0
archery,8iG-a9l9LMk,13,23,train,1
archery,8lZypQyaWRM,5,15,train,0
archery,8PV0gx_dOVc,1,11,train,0
archery,8QHwtui85zY,23,33,train,0
archery,8sWjY7Ht0lE,27,37,train,0
archery,8Y0e9k_s-5E,505,515,train,0
archery,98mCKrAn7Zs,22,32,train,0
archery,98_7p-PLk-8,100,110,train,0
archery,9A9UguIgWZw,2,12,train,0
archery,9B0JWkHG2Mo,29,39,train,0
archery,9B_YbEKMUSo,3,13,train,0
archery,9CudXbJGu7k,365,375,train,0
archery,9czqJjnR1Y0,3,13,train,0
archery,9fAGh6N-h4I,21,31,train,0
archery,9oHyyg-HmwQ,20,30,train,0
archery,9oolXvRIn8k,217,227,train,0
archery,9qSVe62iFlw,5,15,train,0
archery,9s0DxkUK_eM,441,451,train,0
archery,9vAPZlhKLKk,250,260,train,1
archery,9vvkzAwYYDU,162,172,train,0
archery,9W0Nw_rdOq8,1,11,train,0
archery,a-MR9o4I5JE,6,16,train,0
archery,A0pPphSQBvA,102,112,train,1
archery,a1oUyeCvvgY,12,22,train,0
archery,a2UpDISBU9Y,0,10,train,0
archery,A38USlFf_vo,4,14,train,0
archery,a5htjEkdEHE,7,17,train,0
archery,a7xC5lu3o-Q,0,10,train,0
archery,a8xJ3BnKjG8,21,31,train,0
archery,ABiNy36nImw,146,156,train,0
archery,aeHoYLkOmFI,37,47,train,0
archery,AFlAuv3Ogb8,0,10,train,0
archery,AHKwPDzOcJQ,86,96,train,0
archery,AiFcXNyqlcM,1,11,train,0
archery,Aj-CLAlzho8,200,210,train,0
archery,ajxNlwmcpD0,2,12,train,0
archery,amZj4s3p-TQ,0,10,train,0
archery,AObNt2K5oWQ,4,14,train,0
archery,AP-CgVF3jcs,52,62,train,0
archery,Ar5mwK8IYkw,1,11,train,0
archery,arBizGJ1RnU,59,69,train,0
archery,ARYujQ2f1rQ,30,40,train,0
archery,ar_o0eiL7OU,86,96,train,0
archery,aSVOcZvy_-E,23,33,train,0
archery,aUUPDmLebuQ,8,18,train,0
archery,AvGATI-2PjY,1108,1118,train,0
archery,AvGReoVSPPY,70,80,train,0
archery,aWcK1ZiR0To,53,63,train,0
archery,AxptJEV5FYA,41,51,train,0
archery,aYujkMcqYEw,259,269,train,0
archery,aZMTZsRWWZ8,18,28,train,1
archery,b0fQSarW3aM,21,31,train,0
archery,B3RSFdXTQ2A,17,27,train,0
archery,B7tVj0-wTjw,42,52,train,0
archery,BAksX9tIa7A,27,37,train,0
archery,bB7Az2DMKWM,9,19,train,0
archery,BbvOXU8XIog,87,97,train,0
archery,bCPPW01m_hY,749,759,train,0
archery,BDHub0gBGtc,0,10,train,0
archery,bdIP_Fr7Qu4,9,19,train,0
archery,begLhwUo7Rg,11,21,train,0
archery,BEqHL_IBzK0,154,164,train,0
archery,BeSwkzhLwSc,11,21,train,0
archery,bfYXfdKIcTs,71,81,train,0
archery,bgmMovUDePg,48,58,train,0
archery,Bjl7mdLC7RM,29,39,train,0
archery,Bjxzp0Y1X1g,251,261,train,0
archery,BKW8bLt2pwA,12,22,train,0
archery,BlTQ7p_mX5Y,16,26,train,0
archery,BMmaX-q_fh0,520,530,train,0
archery,bMncHhi21wY,4,14,train,0
archery,BO4o1RRVV-A,78,88,train,0
archery,bOSvjVmoFXY,1,11,train,0
archery,bPSPTlZk_g8,119,129,train,0
archery,BpzFd6wBWq8,89,99,train,0
archery,brceLuxelbQ,180,190,train,0
archery,BrtLLaDlPEU,78,88,train,0
archery,BSZeuLEgtes,14,24,train,0
archery,BUaXiU7krKQ,17,27,train,0
archery,BuJE6XGFbTk,19,29,train,0
archery,bxXUTIz-UiQ,82,92,train,0
archery,bzJ3KKYt1oM,2,12,train,0
archery,bZqwKWvudIY,0,10,train,0
archery,BZSKVPQ-cVo,4,14,train,0
archery,C3fCPMB72aI,1,11,train,0
archery,c4lqxbIl2PM,145,155,train,0
archery,c9VMmskSH6Y,94,104,train,0
archery,CAaFl44rKfI,51,61,train,0
archery,caLquijVx8A,32,42,train,0
archery,CazZfGhPEuY,294,304,train,0
archery,CbcW2SpIz00,3,13,train,0
archery,CbIgkK7D9Kg,83,93,train,0
archery,CDI3KTlutbQ,131,141,train,0
archery,Ce57kEnb91k,0,10,train,0
archery,cGd1WYQRPtg,38,48,train,0
archery,CGL5PM3-_nE,10,20,train,0
archery,cGmg1ntKrpQ,0,10,train,0
archery,cHdxU7XgrdU,9,19,train,0
archery,cincKoJp1Fk,27,37,train,0
archery,ClAGPyYcvxU,75,85,train,0
archery,cM6KbWO3dtI,27,37,train,0
archery,CMyQUlE2b24,15,25,train,0
archery,CpadyQQ6wVI,120,130,train,0
archery,cPKKqosay0c,11,21,train,0
archery,cPqgW4iA4Sc,111,121,train,0
archery,cqFgQQ1Ur_A,38,48,train,0
archery,CtPWJkD7PAI,6,16,train,0
archery,cuCdnhXn11o,13,23,train,0
archery,CukaHTiUEoU,97,107,train,0
archery,CUVqNXwmlQ8,23,33,train,0
archery,CvADaXTKu7k,48,58,train,0
archery,cVulN2SJvag,19,29,train,0
archery,CXrZhv6ORDM,269,279,train,0
archery,cybvSKriQtI,7,17,train,0
archery,CZ-vGuS16do,0,10,train,0
archery,cziXpJx9tlk,192,202,train,0
archery,d-FTAaeoHao,7,17,train,0
archery,d03IkjjtZGw,0,10,train,0
archery,D1gmhhahZnc,2,12,train,0
archery,D4AYUKGuI0o,2,12,train,0
archery,D4Pqm5Zhstw,12,22,train,0
archery,daO_MdHdW0Y,0,10,train,0
archery,DAvqkQZVXJA,10,20,train,0
archery,dBOjg-L5yZA,0,10,train,0
archery,DeZxCPVOnRo,0,10,train,0
archery,Dh0rYDPLgHg,2,12,train,0
archery,DH_7XwcDTh0,75,85,train,0
archery,di2jXsyrJwc,3,13,train,0
archery,dIhGP2mEbn4,39,49,train,0
archery,dkuJaumfN-M,181,191,train,0
archery,dKY9FpRGyJI,19,29,train,0
archery,DqEi9AjWn0o,7,17,train,0
archery,dRd5rRZsaZw,69,79,train,0
archery,DRYhzx-heGk,261,271,train,0
archery,dSt-NL8Vzhk,0,10,train,0
archery,Dthnt50FUbo,110,120,train,0
archery,DUuEBoqP-TU,5,15,train,0
archery,dwG50Wt1cas,29,39,train,0
archery,DwzNlV8Kjv8,12,22,train,0
archery,DXxH6luf1D4,35,45,train,0
archery,dY3tjVpr4IA,0,10,train,0
archery,dydp79c3URg,0,10,train,0
archery,DzUiVoYJQis,193,203,train,0
archery,E-z_B87wlqc,17,27,train,0
archery,e21q98CSihI,44,54,train,0
archery,e3ofWK02bro,301,311,train,0
archery,e6VHq56VdP0,67,77,train,0
archery,e9e4KD3pQsQ,70,80,train,0
archery,e9tUwJd5Y88,0,10,train,0
archery,EB1R958I4n0,75,85,train,0
archery,eBGWv7JFEIc,13,23,train,0
archery,ebmt5ZFzbXU,122,132,train,0
archery,ed-pbFNDa7w,473,483,train,1
archery,EdklKzZp-qs,168,178,train,0
archery,edlEtUvTdYc,288,298,train,0
archery,eE0yE5F448Y,47,57,train,0
archery,eEYphMAk_NY,3,13,train,0
archery,efQap8tbHeM,94,104,train,0
archery,efX-ikMUnoo,114,124,train,0
archery,eGFcp5r8bjo,55,65,train,0
archery,egY8CkL8dMQ,88,98,train,0
archery,EHeBzq2fKFY,2,12,train,0
archery,Epkgmlc9kRg,10,20,train,0
archery,EqFsveoCNAo,45,55,train,0
archery,ERD-3WYZWuI,1,11,train,0
archery,EtT8GM4AH1Q,3,13,train,0
archery,EuR9nphzH48,150,160,train,0
archery,eUuYAnvCqNY,7,17,train,0
archery,eVjty3Y2mg8,1,11,train,0
archery,eWhq1oCF5m8,12,22,train,0
archery,ewWi5Ka12Yk,120,130,train,0
archery,EygieOAPKPQ,15,25,train,0
archery,ez0Cp__FOqA,67,77,train,0
archery,EzH6KKwoHiM,133,143,train,0
archery,EZzeE_tLrxU,0,10,train,0
archery,E_hq3tUaoK8,16,26,train,0
archery,E_stV844nls,250,260,train,0
archery,f-KvU20hMvA,79,89,train,0
archery,F0K4YuWXPTs,13,23,train,1
archery,f0ViIWf5eW8,6,16,train,0
archery,f0_v-nf5ROw,48,58,train,0
archery,f718ePLn62E,17,27,train,0
archery,f8C36NSbdcc,23,33,train,0
archery,F9PLRnJ988Q,0,10,train,0
archery,FAa29eat6I8,0,10,train,0
archery,fcYhDI7j-sk,4,14,train,0
archery,fg5xzSC7hVw,145,155,train,0
archery,fi8--tSaQNY,11,21,train,0
archery,fiReSXWINTw,4,14,train,0
archery,fJUyG7LOYKM,61,71,train,0
archery,FKEMTdv98oQ,169,179,train,0
archery,flNTNxJt--8,24,34,train,0
archery,FqN0xDdw4Cg,7,17,train,0
archery,FQR-MjMPDR0,0,10,train,0
archery,FTq6J2aJ0Jc,13,23,train,0
archery,fVGtadgRNpU,211,221,train,0
archery,fw1Of5O-bwo,68,78,train,0
archery,FWfkBr_OdAU,42,52,train,0
archery,fWiEf1SKst8,3,13,train,0
archery,FWmUotis_cI,38,48,train,0
archery,fxU8zNvcGfo,4,14,train,0
archery,FxufqaDjszE,1,11,train,0
archery,fyh6MFTiVbg,89,99,train,0
archery,fyxSN8IDMfc,0,10,train,0
archery,F_6cK8UjASE,192,202,train,0
archery,G-2tqe5XPjs,120,130,train,0
archery,g0ZMLc8aBWk,3,13,train,0
archery,g55jLRzHgos,559,569,train,0
archery,G5RFnTN5hWg,186,196,train,0
archery,g8fIIdfj3Xs,59,69,train,0
archery,G8QJQhTR9Sc,57,67,train,0
archery,G9jjW7MApQI,11,21,train,0
archery,g9WOEaQUqZ0,50,60,train,0
archery,ga625aJFCTc,193,203,train,0
archery,gBDrnIWLtpM,171,181,train,0
archery,GBM6jRS-N1M,39,49,train,0
archery,GcQmNCka2IE,110,120,train,0
archery,gdMG81s4rhI,2,12,train,0
archery,gEM7RdqfrRA,0,10,train,0
archery,gEMVokzF96A,2,12,train,0
archery,ggBDC7xNFPE,123,133,train,0
archery,GgvJr1oG6iQ,381,391,train,1
archery,ghtM8rKCdow,3,13,train,0
archery,GIY7ommY3r0,71,81,train,0
archery,gJZG8Xz-jBY,2,12,train,0
archery,GK0MZzKiOEQ,3,13,train,0
archery,gLX8IR8Pwvs,0,10,train,0
archery,gpBRAnOQyks,78,88,train,0
archery,GPjgORHXBzk,10,20,train,0
archery,GQZ_aFeLRRY,36,46,train,0
archery,GR1rPcB1oyA,59,69,train,0
archery,gr2qTG1TTyg,0,10,train,0
archery,GrBBPJOOpkc,47,57,train,0
archery,gth09EBbFPs,9,19,train,0
archery,GUeTjxh0kXE,9,19,train,0
archery,GuR1gSeX_hI,21,31,train,0
archery,guRGbXhXKwY,71,81,train,0
archery,gVGBP97sMek,2,12,train,0
archery,GvocmM3wzM0,24,34,train,0
archery,gwW1Dba7hPs,55,65,train,0
archery,GXkGNypNm5M,13,23,train,0
archery,gyG_NiGU1bg,8,18,train,0
archery,GZHx_dk1HH0,21,31,train,1
archery,GzvQwChMajo,33,43,train,0
archery,H0UF9CIMVgI,2,12,train,0
archery,h1JmLoJYsNw,1,11,train,0
archery,H5sRXRbLQp4,3,13,train,0
archery,haGC9Fa-J4Y,3,13,train,0
archery,HAlEFg2IDOo,4,14,train,0
archery,hAx8PsypZqU,62,72,train,0
archery,Hb0NKWX2jTo,0,10,train,0
archery,HBca3WyrSyM,121,131,train,0
archery,HBfUrVcCzh4,4,14,train,0
archery,hCxEls5HlDw,12,22,train,0
archery,HdI2SGNNQxc,296,306,train,0
archery,HDkKrdh2tTQ,4,14,train,0
archery,hEUA2PuYGgc,4,14,train,0
archery,HFucvp2SuBc,0,10,train,0
archery,HGUZvzwJs0A,3,13,train,0
archery,HhZ2izNiKR8,0,10,train,0
archery,HIfAu8d-apg,0,10,train,0
archery,HjIGEGkgCzM,54,64,train,0
archery,hK5f90aF9BA,3,13,train,0
archery,HKGOrOBBaFk,37,47,train,0
archery,Hl126ehJZj8,348,358,train,0
archery,hl9Wc7BuLD4,1,11,train,0
archery,HLWvqFGJzbQ,127,137,train,0
archery,hnV6bF-aHXg,3,13,train,0
archery,hPYzLDVHBf0,48,58,train,0
archery,hRYlJp_EOa8,6,16,train,0
archery,hVJkaJ1-rI8,1,11,train,0
archery,HwWmWPbOh0E,62,72,train,0
archery,HxaBWx9GmeI,210,220,train,0
archery,hXYWmxcOu3g,4,14,train,0
archery,HZEJraGnfYk,36,46,train,0
archery,hZkk3HX6rGg,7,17,train,0
archery,Hzn2puv3HIM,228,238,train,0
archery,h_t4WQMttO0,46,56,train,0
archery,I2FLGp8ktuw,71,81,train,0
archery,I6NFPN_1vKg,3,13,train,0
archery,IaGAUBXzKqk,0,10,train,0
archery,ibZjYHHafGI,14,24,train,0
archery,idt_TmuzxNQ,121,131,train,0
archery,iducPs7Krkw,80,90,train,0
archery,idyQOsruPzs,519,529,train,0
archery,IE93xcM13aI,2,12,train,0
archery,iEIKszfoyb4,8,18,train,0
archery,iezjBM_RCig,306,316,train,0
archery,iJRS5ML93bs,15,25,train,0
archery,ikARHRCaq_k,61,71,train,0
archery,ikzCYXeal3Y,15,25,train,0
archery,ILE7ZGv_PSw,153,163,train,0
archery,iOjUGI9iZpA,17,27,train,0
archery,ip3UK6HW2CE,48,58,train,0
archery,iPt9KKQWtWc,60,70,train,0
archery,iquGsXgVwU0,3,13,train,0
archery,IT0zNC4SufM,30,40,train,0
archery,iTeABozAq6Q,104,114,train,0
archery,iuI9QB72BFU,4,14,train,0
archery,IUPxOKoGTBM,2,12,train,0
archery,iWGhRj9TeCo,4,14,train,0
archery,IXeoYrZHw4o,174,184,train,0
archery,iy45Ac0S4LY,16,26,train,0
archery,J-xdPwS9CCQ,7,17,train,0
archery,j-_HFi_WTRg,31,41,train,0
archery,j22zaUKe-Kc,396,406,train,0
archery,J2KUXT9erug,116,126,train,0
archery,j3-vKD__ln8,379,389,train,0
archery,J6YU92u-Dxs,27,37,train,0
archery,J8RWU27nU1s,42,52,train,0
archery,JBd6aF96ZSA,32,42,train,0
archery,jBLK77fBs1M,5,15,train,0
archery,JCYLw0bDtfg,15,25,train,0
archery,jcYv_o-x-cM,2,12,train,0
archery,JF-KUQpi7UY,65,75,train,0
archery,JFHADWKiB5o,117,127,train,0
archery,jhC-8unF8OQ,325,335,train,0
archery,JIPlVTqv_9I,1,11,train,0
archery,JjUwubTeQzs,86,96,train,0
archery,Jk38QEJoqhw,7,17,train,0
archery,jKx3pZ7CVuc,17,27,train,0
archery,JmBrCpBiPTs,354,364,train,0
archery,jo7B7cNuIao,0,10,train,0
archery,Joejd_s1r3M,5,15,train,0
archery,jpdqCPYqGeU,2918,2928,train,0
archery,JQzhHJyv4Yc,338,348,train,0
archery,jqzOyDLbyyY,168,178,train,0
archery,JTb3YTqEv1M,21,31,train,0
archery,JunubfuTvNE,72,82,train,0
archery,jus0IfQMO5E,5,15,train,0
archery,jWWP8vUD8MQ,41,51,train,0
archery,JXk8EBhI5e8,115,125,train,0
archery,JxlMRNi6v5I,33,43,train,0
archery,jYaIxW1oglM,3,13,train,0
archery,JZeFjgLeArU,3,13,train,0
archery,jZWw-UTrf54,0,10,train,0
archery,J_LFkl_JgRQ,1,11,train,0
archery,k-Kh_fgik2E,89,99,train,0
archery,K532lpdb-6A,30,40,train,0
archery,k8zA0t8lxRs,14,24,train,0
archery,kdgxpflzcYE,0,10,train,0
archery,kdhS_DBSrjM,58,68,train,0
archery,Kds8o4zrj38,3,13,train,0
archery,kE4qDDK3ndU,15,25,train,0
archery,KfaVa712r_E,202,212,train,1
archery,kJDp18oK56Y,1,11,train,0
archery,kkln4njc7Go,32,42,train,0
archery,kMLSbCk3NeI,185,195,train,0
archery,KmnTLZgP--U,3,13,train,0
archery,Kn-Vzrb8f-o,38,48,train,0
archery,kN_XdGEGxS4,248,258,train,0
archery,KOB2OzzsEN4,7,17,train,0
archery,KoT0smtiEEg,44,54,train,0
archery,KQOxLfY58rc,169,179,train,0
archery,kQRHZJGgVnQ,47,57,train,0
archery,KrNce7U3ocs,2,12,train,0
archery,kSoQlOuEyns,17,27,train,0
archery,KuFlk7doD1Q,18,28,train,0
archery,kuV-yx6F85s,48,58,train,0
archery,KVxrcMNpfBc,121,131,train,0
archery,kwOVOWkHlOM,18,28,train,0
archery,kwXuvKLmyIM,9,19,train,1
archery,Kx6YkNzaTkk,42,52,train,0
archery,KxX0mxyq8Ns,8,18,train,0
archery,KzCSfsuVYfw,48,58,train,0
archery,KZf31qEzSNI,28,38,train,0
archery,kzH6ToniP_E,4,14,train,0
archery,l013YsdENwA,39,49,train,0
archery,L0fz8xU-uWM,50,60,train,0
archery,l0mFD_9mupo,0,10,train,0
archery,l1LZXHUlvLY,157,167,train,0
archery,L1O7YhSOnhQ,19,29,train,0
archery,l3clH2eaXPw,11,21,train,0
archery,l4c2so4o9Xo,53,63,train,0
archery,l4z5Au0JzaQ,0,10,train,0
archery,la6YAk2hLrg,183,193,train,0
archery,LCHLJu5f0Zs,31,41,train,0
archery,ld5GMzFfDRg,23,33,train,0
archery,ldlA5-yRipo,11,21,train,0
archery,lf1dP7_-S4Y,1,11,train,0
archery,LF2SQrl97_g,46,56,train,0
archery,LFP9nq9DIP0,5,15,train,0
archery,lgddKlGaMKI,61,71,train,0
archery,lIXH_Ybhk-w,28,38,train,0
archery,LJfFTDv_iFE,115,125,train,0
archery,LLy3Y5I79SI,231,241,train,0
archery,LM63aCzPw78,288,298,train,0
archery,lmvtp_1eXm8,245,255,train,0
archery,lMZgJMEgT9k,8,18,train,0
archery,LP_prxMl4FA,0,10,train,0
archery,lR6vJg6_D50,31,41,train,0
archery,lRVLcACZYzo,28,38,train,0
archery,Lv3VrK4sIhU,256,266,train,1
archery,lw9OfrqPupw,170,180,train,0
archery,lWc_sWmDxgg,37,47,train,0
archery,LwO_p_Y8na4,5,15,train,0
archery,LwV_BR3tdTg,4,14,train,0
archery,lXDiphfbc8o,36,46,train,0
archery,lxpAi8-j0nk,12,22,train,0
archery,LyQLyhW5hkg,4,14,train,0
archery,lZ8e_rIqg9c,147,157,train,0
archery,M12w33uvaeE,188,198,train,0
archery,M25vIoZrTS8,13,23,train,0
archery,M2Kqb45pC34,118,128,train,0
archery,M2W56z-hgRc,243,253,train,0
archery,M497ynt6tlg,5,15,train,0
archery,M6Fv2pTrOz8,10,20,train,0
archery,M9-iPIvfRbs,20,30,train,0
archery,M9mtE4Lg-cU,154,164,train,0
archery,MAJYxNG5fHU,0,10,train,0
archery,mBDE4JMQoNg,109,119,train,0
archery,mEbzo4Ck4Lk,3,13,train,0
archery,MeOdgTdyp88,91,101,train,0
archery,mF-l33y2VV4,38,48,train,0
archery,MGE7xdbZUiI,0,10,train,0
archery,MHJoaloOEmo,564,574,train,0
archery,mkKS_e-ISPU,39,49,train,0
archery,MlBbXgfpl8o,101,111,train,0
archery,mlzLheUjm6s,634,644,train,0
archery,Mmf42pkfgZw,28,38,train,0
archery,mNaQUiH6FFY,12,22,train,0
archery,mNlTrm_D3c8,148,158,train,0
archery,mOYu47a6tDk,18,28,train,0
archery,mPkhWnsvYJA,3,13,train,0
archery,MPN0HW9oz5U,43,53,train,0
archery,MQ6ciZrTJWw,0,10,train,0
archery,Mq8x-WGStHc,0,10,train,0
archery,mQVDRIPcqAQ,32,42,train,0
archery,MsJ4iDZpBH4,10,20,train,0
archery,Mt_oW226YP0,124,134,train,0
archery,mU7A6bripGg,0,10,train,0
archery,MU82caDY1lo,39,49,train,0
archery,Mul_Ju5MoDM,4,14,train,0
archery,MVFwSf8BK0w,18,28,train,0
archery,mw2hHFGOyeg,310,320,train,0
archery,mw60PAIVi8A,0,10,train,0
archery,MwuEk-FNHK8,13,23,train,0
archery,My-CZtEPKoI,413,423,train,0
archery,Mz5VI56fTms,1,11,train,0
archery,n-aZ_Emj758,18,28,train,0
archery,N0MYto7CC-c,121,131,train,0
archery,N7JmzbRtfzw,51,61,train,0
archery,n9lPRPOeZo4,127,137,train,0
archery,N9NsgiDD4c4,11,21,train,0
archery,nAc8BAH4ZKM,2,12,train,0
archery,NcvhrbM_ca4,6,16,train,0
